Date,Name,new_cases
2020-02-21,Massachusetts,0
2020-02-21,Nebraska,0
2020-02-21,Texas,2
2020-02-21,Washington,0
2020-02-21,Wisconsin,0
2020-02-22,Arizona,0
2020-02-22,California,0
2020-02-22,Illinois,0
2020-02-22,Massachusetts,0
2020-02-22,Nebraska,0
2020-02-22,Texas,0
2020-02-22,Washington,0
2020-02-22,Wisconsin,0
2020-02-23,Arizona,0
2020-02-23,California,0
2020-02-23,Illinois,0
2020-02-23,Massachusetts,0
2020-02-23,Nebraska,0
2020-02-23,Texas,0
2020-02-23,Washington,0
2020-02-23,Wisconsin,0
2020-02-24,Arizona,0
2020-02-24,California,2
2020-02-24,Illinois,0
2020-02-24,Massachusetts,0
2020-02-24,Nebraska,1
2020-02-24,Texas,6
2020-02-24,Washington,4
2020-02-24,Wisconsin,0
2020-02-25,Arizona,0
2020-02-25,California,0
2020-02-25,Illinois,0
2020-02-25,Massachusetts,0
2020-02-25,Nebraska,1
2020-02-25,Texas,0
2020-02-25,Utah,1
2020-02-25,Washington,0
2020-02-25,Wisconsin,0
2020-02-26,Arizona,0
2020-02-26,California,15
2020-02-26,Illinois,0
2020-02-26,Massachusetts,0
2020-02-26,Nebraska,0
2020-02-26,Texas,0
2020-02-26,Utah,0
2020-02-26,Washington,0
2020-02-26,Wisconsin,0
2020-02-27,Arizona,0
2020-02-27,California,0
2020-02-27,Illinois,0
2020-02-27,Massachusetts,0
2020-02-27,Nebraska,0
2020-02-27,Texas,0
2020-02-27,Utah,0
2020-02-27,Washington,0
2020-02-27,Wisconsin,0
2020-02-28,Arizona,0
2020-02-28,California,1
2020-02-28,Illinois,0
2020-02-28,Massachusetts,0
2020-02-28,Nebraska,0
2020-02-28,Oregon,1
2020-02-28,Texas,1
2020-02-28,Utah,0
2020-02-28,Washington,2
2020-02-28,Wisconsin,0
2020-02-29,Arizona,0
2020-02-29,California,1
2020-02-29,Illinois,1
2020-02-29,Massachusetts,0
2020-02-29,Nebraska,0
2020-02-29,Oregon,0
2020-02-29,Texas,0
2020-02-29,Utah,0
2020-02-29,Washington,3
2020-02-29,Wisconsin,0
2020-03-01,Arizona,0
2020-03-01,California,5
2020-03-01,Florida,2
2020-03-01,Illinois,0
2020-03-01,Massachusetts,0
2020-03-01,Nebraska,0
2020-03-01,New York,1
2020-03-01,Oregon,1
2020-03-01,Rhode Island,2
2020-03-01,Texas,0
2020-03-01,Utah,0
2020-03-01,Washington,7
2020-03-01,Wisconsin,0
2020-03-02,Arizona,0
2020-03-02,California,5
2020-03-02,Florida,0
2020-03-02,Georgia,2
2020-03-02,Illinois,1
2020-03-02,Massachusetts,1
2020-03-02,Nebraska,0
2020-03-02,New Hampshire,1
2020-03-02,New York,0
2020-03-02,Oregon,0
2020-03-02,Rhode Island,0
2020-03-02,Texas,0
2020-03-02,Utah,0
2020-03-02,Washington,6
2020-03-02,Wisconsin,0
2020-03-03,Arizona,1
2020-03-03,California,7
2020-03-03,Florida,1
2020-03-03,Georgia,0
2020-03-03,Illinois,0
2020-03-03,Massachusetts,0
2020-03-03,North Carolina,1
2020-03-03,Nebraska,0
2020-03-03,New Hampshire,1
2020-03-03,New York,1
2020-03-03,Oregon,0
2020-03-03,Rhode Island,0
2020-03-03,Texas,0
2020-03-03,Utah,0
2020-03-03,Washington,9
2020-03-03,Wisconsin,0
2020-03-04,Arizona,0
2020-03-04,California,10
2020-03-04,Florida,0
2020-03-04,Georgia,0
2020-03-04,Illinois,0
2020-03-04,Massachusetts,0
2020-03-04,North Carolina,0
2020-03-04,Nebraska,0
2020-03-04,New Hampshire,0
2020-03-04,New Jersey,1
2020-03-04,New York,9
2020-03-04,Oregon,0
2020-03-04,Rhode Island,0
2020-03-04,Texas,1
2020-03-04,Utah,0
2020-03-04,Washington,15
2020-03-04,Wisconsin,0
2020-03-05,Arizona,0
2020-03-05,California,12
2020-03-05,Colorado,2
2020-03-05,Florida,1
2020-03-05,Georgia,0
2020-03-05,Illinois,1
2020-03-05,Massachusetts,1
2020-03-05,Maryland,3
2020-03-05,North Carolina,0
2020-03-05,Nebraska,0
2020-03-05,New Hampshire,0
2020-03-05,New Jersey,1
2020-03-05,Nevada,2
2020-03-05,New York,11
2020-03-05,Oregon,0
2020-03-05,Rhode Island,0
2020-03-05,Tennessee,1
2020-03-05,Texas,4
2020-03-05,Utah,0
2020-03-05,Washington,28
2020-03-05,Wisconsin,0
2020-03-06,Arizona,1
2020-03-06,California,14
2020-03-06,Colorado,6
2020-03-06,Florida,3
2020-03-06,Georgia,1
2020-03-06,Hawaii,1
2020-03-06,Illinois,1
2020-03-06,Indiana,1
2020-03-06,Kentucky,1
2020-03-06,Massachusetts,5
2020-03-06,Maryland,0
2020-03-06,Minnesota,1
2020-03-06,North Carolina,1
2020-03-06,Nebraska,1
2020-03-06,New Hampshire,0
2020-03-06,New Jersey,2
2020-03-06,Nevada,0
2020-03-06,New York,22
2020-03-06,Oklahoma,1
2020-03-06,Oregon,0
2020-03-06,Pennsylvania,2
2020-03-06,Rhode Island,1
2020-03-06,South Carolina,2
2020-03-06,Tennessee,0
2020-03-06,Texas,3
2020-03-06,Utah,2
2020-03-06,Washington,11
2020-03-06,Wisconsin,0
2020-03-07,Arizona,2
2020-03-07,California,19
2020-03-07,Colorado,0
2020-03-07,District of Columbia,1
2020-03-07,Florida,5
2020-03-07,Georgia,4
2020-03-07,Hawaii,0
2020-03-07,Illinois,0
2020-03-07,Indiana,0
2020-03-07,Kansas,1
2020-03-07,Kentucky,0
2020-03-07,Massachusetts,5
2020-03-07,Maryland,0
2020-03-07,Minnesota,0
2020-03-07,Missouri,1
2020-03-07,North Carolina,0
2020-03-07,Nebraska,0
2020-03-07,New Hampshire,2
2020-03-07,New Jersey,0
2020-03-07,Nevada,0
2020-03-07,New York,45
2020-03-07,Oklahoma,0
2020-03-07,Oregon,4
2020-03-07,Pennsylvania,2
2020-03-07,Rhode Island,0
2020-03-07,South Carolina,0
2020-03-07,Tennessee,0
2020-03-07,Texas,0
2020-03-07,Utah,0
2020-03-07,Virginia,1
2020-03-07,Vermont,1
2020-03-07,Washington,24
2020-03-07,Wisconsin,0
2020-03-08,Arizona,0
2020-03-08,California,12
2020-03-08,Colorado,0
2020-03-08,Connecticut,1
2020-03-08,District of Columbia,0
2020-03-08,Florida,1
2020-03-08,Georgia,4
2020-03-08,Hawaii,1
2020-03-08,Iowa,3
2020-03-08,Illinois,1
2020-03-08,Indiana,1
2020-03-08,Kansas,0
2020-03-08,Kentucky,3
2020-03-08,Massachusetts,15
2020-03-08,Maryland,2
2020-03-08,Minnesota,1
2020-03-08,Missouri,0
2020-03-08,North Carolina,0
2020-03-08,Nebraska,2
2020-03-08,New Hampshire,0
2020-03-08,New Jersey,2
2020-03-08,Nevada,2
2020-03-08,New York,17
2020-03-08,Oklahoma,0
2020-03-08,Oregon,7
2020-03-08,Pennsylvania,2
2020-03-08,Rhode Island,0
2020-03-08,South Carolina,4
2020-03-08,Tennessee,2
2020-03-08,Texas,4
2020-03-08,Utah,0
2020-03-08,Virginia,1
2020-03-08,Vermont,0
2020-03-08,Washington,31
2020-03-08,Wisconsin,0
2020-03-09,Arizona,1
2020-03-09,California,60
2020-03-09,Colorado,4
2020-03-09,Connecticut,1
2020-03-09,District of Columbia,3
2020-03-09,Florida,1
2020-03-09,Georgia,6
2020-03-09,Hawaii,0
2020-03-09,Iowa,5
2020-03-09,Illinois,4
2020-03-09,Indiana,2
2020-03-09,Kansas,0
2020-03-09,Kentucky,1
2020-03-09,Louisiana,1
2020-03-09,Massachusetts,13
2020-03-09,Maryland,1
2020-03-09,Minnesota,0
2020-03-09,Missouri,0
2020-03-09,North Carolina,5
2020-03-09,Nebraska,0
2020-03-09,New Hampshire,0
2020-03-09,New Jersey,5
2020-03-09,Nevada,0
2020-03-09,New York,36
2020-03-09,Ohio,3
2020-03-09,Oklahoma,0
2020-03-09,Oregon,0
2020-03-09,Pennsylvania,4
2020-03-09,Rhode Island,0
2020-03-09,South Carolina,1
2020-03-09,Tennessee,1
2020-03-09,Texas,1
2020-03-09,Utah,0
2020-03-09,Virginia,3
2020-03-09,Vermont,0
2020-03-09,Washington,38
2020-03-09,Wisconsin,1
2020-03-10,Arizona,0
2020-03-10,California,7
2020-03-10,Colorado,5
2020-03-10,Connecticut,0
2020-03-10,District of Columbia,0
2020-03-10,Florida,9
2020-03-10,Georgia,5
2020-03-10,Hawaii,0
2020-03-10,Iowa,5
2020-03-10,Illinois,8
2020-03-10,Indiana,2
2020-03-10,Kansas,0
2020-03-10,Kentucky,2
2020-03-10,Louisiana,5
2020-03-10,Massachusetts,51
2020-03-10,Maryland,3
2020-03-10,Michigan,2
2020-03-10,Minnesota,1
2020-03-10,Missouri,0
2020-03-10,North Carolina,0
2020-03-10,Nebraska,1
2020-03-10,New Hampshire,1
2020-03-10,New Jersey,4
2020-03-10,Nevada,0
2020-03-10,New York,31
2020-03-10,Ohio,0
2020-03-10,Oklahoma,1
2020-03-10,Oregon,1
2020-03-10,Pennsylvania,2
2020-03-10,Rhode Island,2
2020-03-10,South Carolina,2
2020-03-10,South Dakota,5
2020-03-10,Tennessee,3
2020-03-10,Texas,7
2020-03-10,Utah,1
2020-03-10,Virginia,3
2020-03-10,Vermont,0
2020-03-10,Washington,100
2020-03-10,Wisconsin,1
2020-03-11,Arkansas,1
2020-03-11,Arizona,3
2020-03-11,California,23
2020-03-11,Colorado,17
2020-03-11,Connecticut,1
2020-03-11,District of Columbia,6
2020-03-11,Delaware,1
2020-03-11,Florida,3
2020-03-11,Georgia,9
2020-03-11,Hawaii,0
2020-03-11,Iowa,1
2020-03-11,Illinois,6
2020-03-11,Indiana,5
2020-03-11,Kansas,0
2020-03-11,Kentucky,0
2020-03-11,Louisiana,7
2020-03-11,Massachusetts,3
2020-03-11,Maryland,4
2020-03-11,Michigan,0
2020-03-11,Minnesota,2
2020-03-11,Missouri,0
2020-03-11,Mississippi,1
2020-03-11,North Carolina,1
2020-03-11,North Dakota,1
2020-03-11,Nebraska,6
2020-03-11,New Hampshire,0
2020-03-11,New Jersey,8
2020-03-11,New Mexico,4
2020-03-11,Nevada,3
2020-03-11,New York,44
2020-03-11,Ohio,1
2020-03-11,Oklahoma,0
2020-03-11,Oregon,6
2020-03-11,Pennsylvania,4
2020-03-11,Rhode Island,0
2020-03-11,South Carolina,1
2020-03-11,South Dakota,3
2020-03-11,Tennessee,1
2020-03-11,Texas,2
2020-03-11,Utah,1
2020-03-11,Virginia,2
2020-03-11,Vermont,1
2020-03-11,Washington,59
2020-03-11,Wisconsin,3
2020-03-11,Wyoming,1
2020-03-12,Alaska,1
2020-03-12,Arkansas,5
2020-03-12,Arizona,0
2020-03-12,California,50
2020-03-12,Colorado,15
2020-03-12,Connecticut,3
2020-03-12,District of Columbia,0
2020-03-12,Delaware,3
2020-03-12,Florida,20
2020-03-12,Georgia,0
2020-03-12,Hawaii,0
2020-03-12,Iowa,2
2020-03-12,Illinois,7
2020-03-12,Indiana,1
2020-03-12,Kansas,4
2020-03-12,Kentucky,4
2020-03-12,Louisiana,1
2020-03-12,Massachusetts,13
2020-03-12,Maryland,0
2020-03-12,Maine,1
2020-03-12,Michigan,10
2020-03-12,Minnesota,4
2020-03-12,Missouri,1
2020-03-12,Mississippi,0
2020-03-12,North Carolina,8
2020-03-12,North Dakota,0
2020-03-12,Nebraska,1
2020-03-12,New Hampshire,1
2020-03-12,New Jersey,6
2020-03-12,New Mexico,2
2020-03-12,Nevada,4
2020-03-12,New York,109
2020-03-12,Ohio,1
2020-03-12,Oklahoma,0
2020-03-12,Oregon,10
2020-03-12,Pennsylvania,6
2020-03-12,Rhode Island,0
2020-03-12,South Carolina,2
2020-03-12,South Dakota,0
2020-03-12,Tennessee,10
2020-03-12,Texas,8
2020-03-12,Utah,2
2020-03-12,Virginia,7
2020-03-12,Vermont,0
2020-03-12,Washington,81
2020-03-12,Wisconsin,2
2020-03-12,Wyoming,0
2020-03-13,Alaska,0
2020-03-13,Alabama,6
2020-03-13,Arkansas,1
2020-03-13,Arizona,0
2020-03-13,California,68
2020-03-13,Colorado,29
2020-03-13,Connecticut,5
2020-03-13,District of Columbia,0
2020-03-13,Delaware,0
2020-03-13,Florida,24
2020-03-13,Georgia,10
2020-03-13,Hawaii,0
2020-03-13,Iowa,1
2020-03-13,Idaho,1
2020-03-13,Illinois,14
2020-03-13,Indiana,0
2020-03-13,Kansas,1
2020-03-13,Kentucky,0
2020-03-13,Louisiana,22
2020-03-13,Massachusetts,15
2020-03-13,Maryland,5
2020-03-13,Maine,1
2020-03-13,Michigan,13
2020-03-13,Minnesota,5
2020-03-13,Missouri,2
2020-03-13,Mississippi,5
2020-03-13,Montana,4
2020-03-13,North Carolina,2
2020-03-13,North Dakota,0
2020-03-13,Nebraska,3
2020-03-13,New Hampshire,1
2020-03-13,New Jersey,21
2020-03-13,New Mexico,4
2020-03-13,Nevada,8
2020-03-13,New York,95
2020-03-13,Ohio,8
2020-03-13,Oklahoma,1
2020-03-13,Oregon,0
2020-03-13,Pennsylvania,19
2020-03-13,Puerto Rico,3
2020-03-13,Rhode Island,15
2020-03-13,South Carolina,1
2020-03-13,South Dakota,1
2020-03-13,Tennessee,8
2020-03-13,Texas,17
2020-03-13,Utah,0
2020-03-13,Virginia,13
2020-03-13,Vermont,0
2020-03-13,Washington,92
2020-03-13,Wisconsin,11
2020-03-13,Wyoming,1
2020-03-14,Alaska,0
2020-03-14,Alabama,6
2020-03-14,Arkansas,2
2020-03-14,Arizona,3
2020-03-14,California,61
2020-03-14,Colorado,25
2020-03-14,Connecticut,9
2020-03-14,District of Columbia,6
2020-03-14,Delaware,0
2020-03-14,Florida,0
2020-03-14,Georgia,24
2020-03-14,Hawaii,2
2020-03-14,Iowa,1
2020-03-14,Idaho,4
2020-03-14,Illinois,20
2020-03-14,Indiana,3
2020-03-14,Kansas,2
2020-03-14,Kentucky,7
2020-03-14,Louisiana,41
2020-03-14,Massachusetts,15
2020-03-14,Maryland,9
2020-03-14,Maine,1
2020-03-14,Michigan,8
2020-03-14,Minnesota,7
2020-03-14,Missouri,1
2020-03-14,Mississippi,0
2020-03-14,Montana,2
2020-03-14,North Carolina,7
2020-03-14,North Dakota,0
2020-03-14,Nebraska,2
2020-03-14,New Hampshire,0
2020-03-14,New Jersey,25
2020-03-14,New Mexico,3
2020-03-14,Nevada,2
2020-03-14,New York,189
2020-03-14,Ohio,13
2020-03-14,Oklahoma,1
2020-03-14,Oregon,6
2020-03-14,Pennsylvania,6
2020-03-14,Puerto Rico,1
2020-03-14,Rhode Island,0
2020-03-14,South Carolina,6
2020-03-14,South Dakota,0
2020-03-14,Tennessee,6
2020-03-14,Texas,11
2020-03-14,Utah,14
2020-03-14,Virginia,12
2020-03-14,Virgin Islands,1
2020-03-14,Vermont,3
2020-03-14,Washington,98
2020-03-14,Wisconsin,8
2020-03-14,Wyoming,1
2020-03-15,Alaska,0
2020-03-15,Alabama,11
2020-03-15,Arkansas,7
2020-03-15,Arizona,1
2020-03-15,California,97
2020-03-15,Colorado,33
2020-03-15,Connecticut,6
2020-03-15,District of Columbia,1
2020-03-15,Delaware,3
2020-03-15,Florida,39
2020-03-15,Georgia,32
2020-03-15,Hawaii,3
2020-03-15,Iowa,4
2020-03-15,Idaho,0
2020-03-15,Illinois,28
2020-03-15,Indiana,4
2020-03-15,Kansas,1
2020-03-15,Kentucky,3
2020-03-15,Louisiana,26
2020-03-15,Massachusetts,26
2020-03-15,Maryland,5
2020-03-15,Maine,9
2020-03-15,Michigan,20
2020-03-15,Minnesota,14
2020-03-15,Missouri,0
2020-03-15,Mississippi,4
2020-03-15,Montana,0
2020-03-15,North Carolina,7
2020-03-15,North Dakota,0
2020-03-15,Nebraska,2
2020-03-15,New Hampshire,6
2020-03-15,New Jersey,23
2020-03-15,New Mexico,4
2020-03-15,Nevada,5
2020-03-15,New York,122
2020-03-15,Ohio,11
2020-03-15,Oklahoma,4
2020-03-15,Oregon,3
2020-03-15,Pennsylvania,21
2020-03-15,Puerto Rico,1
2020-03-15,Rhode Island,0
2020-03-15,South Carolina,9
2020-03-15,South Dakota,0
2020-03-15,Tennessee,7
2020-03-15,Texas,11
2020-03-15,Utah,8
2020-03-15,Virginia,3
2020-03-15,Virgin Islands,0
2020-03-15,Vermont,3
2020-03-15,Washington,66
2020-03-15,Wisconsin,6
2020-03-15,Wyoming,0
2020-03-15,Guam,3
2020-03-16,Alaska,2
2020-03-16,Alabama,6
2020-03-16,Arkansas,6
2020-03-16,Arizona,5
2020-03-16,California,110
2020-03-16,Colorado,25
2020-03-16,Connecticut,15
2020-03-16,District of Columbia,5
2020-03-16,Delaware,1
2020-03-16,Florida,32
2020-03-16,Georgia,21
2020-03-16,Hawaii,3
2020-03-16,Iowa,0
2020-03-16,Idaho,0
2020-03-16,Illinois,10
2020-03-16,Indiana,5
2020-03-16,Kansas,2
2020-03-16,Kentucky,1
2020-03-16,Louisiana,34
2020-03-16,Massachusetts,33
2020-03-16,Maryland,7
2020-03-16,Maine,5
2020-03-16,Michigan,1
2020-03-16,Minnesota,19
2020-03-16,Missouri,4
2020-03-16,Mississippi,2
2020-03-16,Montana,2
2020-03-16,North Carolina,2
2020-03-16,North Dakota,0
2020-03-16,Nebraska,2
2020-03-16,New Hampshire,4
2020-03-16,New Jersey,78
2020-03-16,New Mexico,4
2020-03-16,Nevada,19
2020-03-16,New York,218
2020-03-16,Ohio,13
2020-03-16,Oklahoma,2
2020-03-16,Oregon,7
2020-03-16,Pennsylvania,13
2020-03-16,Puerto Rico,0
2020-03-16,Rhode Island,1
2020-03-16,South Carolina,5
2020-03-16,South Dakota,1
2020-03-16,Tennessee,13
2020-03-16,Texas,7
2020-03-16,Utah,11
2020-03-16,Virginia,6
2020-03-16,Virgin Islands,1
2020-03-16,Vermont,4
2020-03-16,Washington,119
2020-03-16,Wisconsin,14
2020-03-16,Wyoming,7
2020-03-16,Guam,0
2020-03-17,Alaska,3
2020-03-17,Alabama,10
2020-03-17,Arkansas,0
2020-03-17,Arizona,2
2020-03-17,California,144
2020-03-17,Colorado,22
2020-03-17,Connecticut,27
2020-03-17,District of Columbia,9
2020-03-17,Delaware,8
2020-03-17,Florida,69
2020-03-17,Georgia,24
2020-03-17,Hawaii,4
2020-03-17,Iowa,7
2020-03-17,Idaho,4
2020-03-17,Illinois,55
2020-03-17,Indiana,6
2020-03-17,Kansas,6
2020-03-17,Kentucky,4
2020-03-17,Louisiana,59
2020-03-17,Massachusetts,21
2020-03-17,Maryland,18
2020-03-17,Maine,15
2020-03-17,Michigan,11
2020-03-17,Minnesota,6
2020-03-17,Missouri,7
2020-03-17,Mississippi,9
2020-03-17,Montana,0
2020-03-17,North Carolina,8
2020-03-17,North Dakota,4
2020-03-17,Nebraska,3
2020-03-17,New Hampshire,9
2020-03-17,New Jersey,92
2020-03-17,New Mexico,2
2020-03-17,Nevada,10
2020-03-17,New York,425
2020-03-17,Ohio,17
2020-03-17,Oklahoma,8
2020-03-17,Oregon,20
2020-03-17,Pennsylvania,20
2020-03-17,Puerto Rico,0
2020-03-17,Rhode Island,2
2020-03-17,South Carolina,14
2020-03-17,South Dakota,1
2020-03-17,Tennessee,21
2020-03-17,Texas,19
2020-03-17,Utah,11
2020-03-17,Virginia,16
2020-03-17,Virgin Islands,0
2020-03-17,Vermont,2
2020-03-17,Washington,114
2020-03-17,Wisconsin,25
2020-03-17,West Virginia,1
2020-03-17,Wyoming,5
2020-03-17,Guam,0
2020-03-18,Alaska,3
2020-03-18,Alabama,12
2020-03-18,Arkansas,11
2020-03-18,Arizona,8
2020-03-18,California,161
2020-03-18,Colorado,33
2020-03-18,Connecticut,28
2020-03-18,District of Columbia,5
2020-03-18,Delaware,10
2020-03-18,Florida,116
2020-03-18,Georgia,51
2020-03-18,Hawaii,2
2020-03-18,Iowa,9
2020-03-18,Idaho,2
2020-03-18,Illinois,127
2020-03-18,Indiana,9
2020-03-18,Kansas,5
2020-03-18,Kentucky,9
2020-03-18,Louisiana,84
2020-03-18,Massachusetts,38
2020-03-18,Maryland,28
2020-03-18,Maine,11
2020-03-18,Michigan,15
2020-03-18,Minnesota,17
2020-03-18,Missouri,5
2020-03-18,Mississippi,13
2020-03-18,Montana,4
2020-03-18,North Carolina,24
2020-03-18,North Dakota,2
2020-03-18,Nebraska,7
2020-03-18,New Hampshire,13
2020-03-18,New Jersey,159
2020-03-18,New Mexico,5
2020-03-18,Nevada,27
2020-03-18,New York,1012
2020-03-18,Ohio,23
2020-03-18,Oklahoma,11
2020-03-18,Oregon,8
2020-03-18,Pennsylvania,38
2020-03-18,Puerto Rico,0
2020-03-18,Rhode Island,10
2020-03-18,South Carolina,13
2020-03-18,South Dakota,0
2020-03-18,Tennessee,25
2020-03-18,Texas,60
2020-03-18,Utah,14
2020-03-18,Virginia,11
2020-03-18,Virgin Islands,1
2020-03-18,Vermont,5
2020-03-18,Washington,118
2020-03-18,Wisconsin,34
2020-03-18,West Virginia,1
2020-03-18,Wyoming,2
2020-03-18,Guam,5
2020-03-19,Alaska,3
2020-03-19,Alabama,27
2020-03-19,Arkansas,29
2020-03-19,Arizona,19
2020-03-19,California,174
2020-03-19,Colorado,62
2020-03-19,Connecticut,63
2020-03-19,District of Columbia,3
2020-03-19,Delaware,4
2020-03-19,Florida,108
2020-03-19,Georgia,89
2020-03-19,Hawaii,10
2020-03-19,Iowa,6
2020-03-19,Idaho,12
2020-03-19,Illinois,134
2020-03-19,Indiana,17
2020-03-19,Kansas,13
2020-03-19,Kentucky,12
2020-03-19,Louisiana,112
2020-03-19,Massachusetts,72
2020-03-19,Maryland,23
2020-03-19,Maine,9
2020-03-19,Michigan,254
2020-03-19,Minnesota,12
2020-03-19,Missouri,14
2020-03-19,Mississippi,16
2020-03-19,Montana,7
2020-03-19,North Carolina,38
2020-03-19,North Dakota,12
2020-03-19,Nebraska,4
2020-03-19,New Hampshire,5
2020-03-19,New Jersey,308
2020-03-19,New Mexico,7
2020-03-19,Nevada,17
2020-03-19,New York,1774
2020-03-19,Ohio,30
2020-03-19,Oklahoma,15
2020-03-19,Oregon,13
2020-03-19,Pennsylvania,48
2020-03-19,Puerto Rico,1
2020-03-19,Rhode Island,11
2020-03-19,South Carolina,21
2020-03-19,South Dakota,3
2020-03-19,Tennessee,57
2020-03-19,Texas,82
2020-03-19,Utah,15
2020-03-19,Virginia,16
2020-03-19,Virgin Islands,0
2020-03-19,Vermont,3
2020-03-19,Washington,202
2020-03-19,Wisconsin,49
2020-03-19,West Virginia,3
2020-03-19,Wyoming,1
2020-03-19,Guam,4
2020-03-20,Alaska,2
2020-03-20,Alabama,28
2020-03-20,Arkansas,38
2020-03-20,Arizona,23
2020-03-20,California,216
2020-03-20,Colorado,86
2020-03-20,Connecticut,35
2020-03-20,District of Columbia,32
2020-03-20,Delaware,9
2020-03-20,Florida,130
2020-03-20,Georgia,200
2020-03-20,Hawaii,11
2020-03-20,Iowa,1
2020-03-20,Idaho,8
2020-03-20,Illinois,163
2020-03-20,Indiana,25
2020-03-20,Kansas,14
2020-03-20,Kentucky,16
2020-03-20,Louisiana,145
2020-03-20,Massachusetts,85
2020-03-20,Maryland,42
2020-03-20,Maine,5
2020-03-20,Michigan,214
